step,sigma_i,baseline_v_fwd_LL,baseline_v_rev_LL,baseline_gap_LL,baseline_gap_LL_std,baseline_v_fwd_LH,baseline_v_rev_LH,baseline_gap_LH,baseline_gap_LH_std,baseline_v_fwd_HL,baseline_v_rev_HL,baseline_gap_HL,baseline_gap_HL_std,baseline_v_fwd_HH,baseline_v_rev_HH,baseline_gap_HH,baseline_gap_HH_std
0,1.0,351.92145919799805,352.2591972351074,0.337738037109375,4.603629633263974,254.71317863464355,254.241623878479,-0.4715547561645508,1.0880529619649908,254.98704528808594,254.99225425720215,0.0052089691162109375,0.9642245149860456,254.4465856552124,254.6751527786255,0.22856712341308594,1.25850545799655
1,0.9583333134651184,355.7878818511963,358.62817573547363,2.8402938842773438,7.6010363113840835,254.27687644958496,254.01416492462158,-0.2627115249633789,1.0620395920026446,254.15230655670166,254.68939781188965,0.5370912551879883,1.2276279190361925,254.17626667022705,254.5633945465088,0.3871278762817383,0.9688495734428084
2,0.9166666865348816,366.3636474609375,364.65135192871094,-1.7122955322265625,15.063243355916555,253.34838962554932,253.06771659851074,-0.2806730270385742,0.9823621180630443,253.11665058135986,253.58286952972412,0.4662189483642578,0.7325812636012883,253.55599975585938,253.67467594146729,0.11867618560791016,1.103786612029054
3,0.875,371.07441902160645,365.9735641479492,-5.100854873657227,14.568892978535848,253.66884326934814,253.18141841888428,-0.4874248504638672,0.9339275509182636,253.69515132904053,253.81054401397705,0.11539268493652344,1.1762120798256765,254.52435207366943,254.0283784866333,-0.4959735870361328,1.0248384815011877
4,0.8333333134651184,374.7428283691406,365.95762634277344,-8.785202026367188,15.815727593636947,253.6808624267578,253.06763076782227,-0.6132316589355469,1.0359566403419753,253.74086952209473,253.62134647369385,-0.1195230484008789,1.1284748273691625,253.73465728759766,253.93625259399414,0.20159530639648438,0.8071912529597597
5,0.7916666865348816,377.37540435791016,367.767728805542,-9.607675552368164,14.670416636590605,252.26215934753418,252.00085926055908,-0.26130008697509766,1.239118792873052,252.72250270843506,252.4676628112793,-0.2548398971557617,1.0674928567183148,252.89655590057373,252.76975440979004,-0.1268014907836914,0.9178652595881901
6,0.75,378.72739601135254,367.61612701416016,-11.111268997192383,15.102827650172074,252.5313549041748,251.67686939239502,-0.8544855117797852,1.4274624144027472,252.87814903259277,252.15272617340088,-0.7254228591918945,1.284456768142351,252.2644805908203,252.53907299041748,0.27459239959716797,1.0537420274471545
7,0.7083333134651184,380.0297565460205,367.5865478515625,-12.443208694458008,16.026050850540656,253.1783847808838,252.14651775360107,-1.0318670272827148,1.1253987883510705,253.56470012664795,252.57639980316162,-0.9883003234863281,1.133742621733478,253.179425239563,252.95844650268555,-0.2209787368774414,1.0112286121610152
8,0.6666666269302368,381.4230194091797,368.38683700561523,-13.036182403564453,15.448003440721381,252.29895496368408,250.71020698547363,-1.5887479782104492,1.270088683384534,252.98836708068848,251.18205547332764,-1.8063116073608398,1.1004477600891922,252.25483417510986,251.61417484283447,-0.6406593322753906,1.4621541417380852
9,0.625,382.291467666626,368.1329040527344,-14.158563613891602,15.383044874820156,252.79612159729004,250.75667667388916,-2.039444923400879,1.3005423651521195,253.07995223999023,251.2118854522705,-1.8680667877197266,1.5684739144465603,252.3932409286499,251.70515155792236,-0.6880893707275391,1.2472364489593069
